scenario_id,hist_mean_shift,treatment_effect,method,model,bias,MSE,reject,mc_se_reject,emp_var,mc_sd,n_sims
6,0,0.35,gibbs,Bayesian_PROCOVA - 0.01,-0.011142625422358535,0.014544982687712584,0.7688442211055276,0.02988443274504767,0.014493657033815704,0.12038960517343557,199
6,0,0.35,gibbs,Bayesian_PROCOVA - 0.05,-0.010395066552984309,0.017495578335270087,0.7085427135678393,0.032213946901359806,0.017475336688884822,0.13219431413220775,199
6,0,0.35,jags,Bayesian_PROCOVA - JAGS - 0.005,-0.010647801194133385,0.019001539534616547,0.7336683417085427,0.0313353642980957,0.0189835586313384,0.13778083550094475,199
6,0,0.35,jags,Bayesian_PROCOVA - JAGS - 0.01,-0.009073478545913172,0.019473637304643118,0.7085427135678393,0.032213946901359806,0.01948924519723371,0.13960388675546864,199
7,0.25,0,gibbs,Bayesian_PROCOVA - 0.001,-0.13966234024053364,0.03997010279020636,0.25500000000000006,0.030820042180373472,0.020567370360546518,0.14341328516056842,200
7,0.25,0,gibbs,Bayesian_PROCOVA - 0.005,-0.11697677208164821,0.02937340527908444,0.13000000000000006,0.02378024390118823,0.01576868348989203,0.12557341872343855,200
7,0.25,0,gibbs,Bayesian_PROCOVA - 0.01,-0.09210230890697296,0.02265119041068952,0.08,0.01918332609325088,0.014239552869039242,0.11932959762372135,200
7,0.25,0,gibbs,Bayesian_PROCOVA - 0.05,-0.025787549305983988,0.015124574182397321,0.014999999999999989,0.00859505671883554,0.0145322376715465,0.12054973111353878,200
7,0.25,0,jags,Bayesian_PROCOVA - JAGS - 0.005,-0.0076387760584304696,0.019047379153615165,0.07499999999999996,0.01862458053218917,0.01908445050647669,0.13814648206333988,200
7,0.25,0,jags,Bayesian_PROCOVA - JAGS - 0.01,-0.005154549790260959,0.016579060296333253,0.025000000000000012,0.011039701082909812,0.016635669259088413,0.12897933655856822,200
8,0.25,0.35,gibbs,Bayesian_PROCOVA - 0.001,-0.14467980602996955,0.04217864389217232,0.3417085427135679,0.03362098938739945,0.021353702657784038,0.1461290616468334,199
8,0.25,0.35,gibbs,Bayesian_PROCOVA - 0.005,-0.12140826358641504,0.03211784459072196,0.41206030150753775,0.03489154837327656,0.017465645184884103,0.1321576527670044,199
8,0.25,0.35,gibbs,Bayesian_PROCOVA - 0.01,-0.09817554134021474,0.025672272277670424,0.48743718592964813,0.0354328706163322,0.01611481432669199,0.1269441386070739,199
8,0.25,0.35,gibbs,Bayesian_PROCOVA - 0.05,-0.034554307406910685,0.0185395124466992,0.6482412060301508,0.033850435508189586,0.017433115883733613,0.13203452534747726,199
8,0.25,0.35,jags,Bayesian_PROCOVA - JAGS - 0.005,-0.017568516703514375,0.02288044664248666,0.6532663316582915,0.03373778815583936,0.022685792822230686,0.15061803617837635,199
8,0.25,0.35,jags,Bayesian_PROCOVA - JAGS - 0.01,-0.010208296126632245,0.020277106214995663,0.6733668341708542,0.033245239263937625,0.02027478022288961,0.14238953691507536,199
9,0.5,0,gibbs,Bayesian_PROCOVA - 0.001,-0.054059940025395915,0.037046537933531805,0.125,0.023385358667337135,0.03429553851053507,0.1851905464934295,200
9,0.5,0,gibbs,Bayesian_PROCOVA - 0.005,-0.0696666581742919,0.03752116072090303,0.1300000000000001,0.023780243901188238,0.03283187684394914,0.18119568660414945,200
9,0.5,0,gibbs,Bayesian_PROCOVA - 0.01,-0.0828222299133661,0.03617137392942597,0.125,0.023385358667337135,0.02945914790110904,0.171636674114564,200
9,0.5,0,gibbs,Bayesian_PROCOVA - 0.05,-0.06097131090364628,0.022692574950506708,0.07499999999999997,0.018624580532189173,0.019070426328841823,0.13809571437536294,200
9,0.5,0,jags,Bayesian_PROCOVA - JAGS - 0.005,-0.004871019861381686,0.022375919320654327,0.09000000000000005,0.020236106344848067,0.022464515061471707,0.14988167019843257,200
9,0.5,0,jags,Bayesian_PROCOVA - JAGS - 0.01,-0.0033454197672063064,0.020234590920218853,0.08500000000000003,0.01971991379291502,0.020325024207839232,0.14256585919440612,200
10,0.5,0.35,gibbs,Bayesian_PROCOVA - 0.001,-0.04792530511367767,0.035179537171609314,0.5226130653266334,0.035407793003937926,0.033048776555417554,0.18179322472363363,199
10,0.5,0.35,gibbs,Bayesian_PROCOVA - 0.005,-0.06879030193912512,0.0368828878003001,0.4422110552763818,0.03520652905041252,0.03231315984709797,0.17975861550172767,199
10,0.5,0.35,gibbs,Bayesian_PROCOVA - 0.01,-0.08234220747406916,0.03521711724682325,0.35175879396984927,0.03385043550818959,0.02858049871166163,0.16905767865335675,199
10,0.5,0.35,gibbs,Bayesian_PROCOVA - 0.05,-0.058109324803712656,0.020643408391458482,0.5326633165829145,0.03536834940234351,0.017353920392427814,0.13173427948877928,199
10,0.5,0.35,jags,Bayesian_PROCOVA - JAGS - 0.005,-1.775759861370997e-4,0.02189861976577207,0.7537688442211056,0.03053964995888916,0.0220091871630086,0.14835493642952566,199
10,0.5,0.35,jags,Bayesian_PROCOVA - JAGS - 0.01,0.0018163709247431788,0.02012362905345582,0.7487437185929647,0.030746700804387003,0.020221947677645426,0.14220389473444608,199
